KEY, volume, high, at, last, quote_unit, low, sell, buy, name, type, base_unit, open, 
bnbusdt, 424.756, 568.0, 1635955793, 549.4098, usdt, 535.0001, 550.0, 549.4099, BNB/USDT, SPOT, bnb, 560.0, 
gtousdt, 246920.3, 0.05522, 1635955793, 0.05048, usdt, 0.049, 0.05094, 0.05005, GTO/USDT, SPOT, gto, 0.0533, 
yfiinr, 4.92401, 2783531.0, 1635955791, 2749999.0, inr, 2676500.0, 2749557.0, 2735414.0, YFI/INR, SPOT, yfi, 2720429.0, 
yfiiinr, 84.066855, 312399.0, 1635955791, 303263.67, inr, 296138.88, 305066.99, 303263.93, YFII/INR, SPOT, yfii, 309918.04, 
linkinr, 7546.77, 2569.0, 1635955791, 2480.14, inr, 2440.0, 2500.0, 2480.16, LINK/INR, SPOT, link, 2537.9, 
hntinr, 3511.039, 2271.26, 1635955792, 2200.0, inr, 2100.0, 2199.99, 2160.01, HNT/INR, SPOT, hnt, 2231.0, 
zilusdt, 263100.0, 0.116, 1635955792, 0.10787, usdt, 0.10611, 0.10856, 0.108, ZIL/USDT, SPOT, zil, 0.11508, 
hotinr, 64379802.0, 1.115, 1635955791, 1.049, inr, 1.007, 1.049, 1.047, HOT/INR, SPOT, hot, 1.063, 
polybtc, 1092.0, 0.00001137, 1635955792, 0.00001109, btc, 0.0000109, 0.00001109, 0.00001099, POLY/BTC, SPOT, poly, 0.00001112, 
filinr, 1595.166, 5170.0, 1635955792, 4985.56, inr, 4900.0, 4985.54, 4966.46, FIL/INR, SPOT, fil, 5050.0, 
umainr, 6056.382, 987.8, 1635955791, 947.59, inr, 931.05, 947.51, 931.8, UMA/INR, SPOT, uma, 981.28, 
